Vitesse,Pluie,Accident
"[79.37587534940995, 81.26421004475768, 83.53877479848622, 80.14493671017311, 78.05123236600659]","[0, 1, 1, 0, 0]",0
"[76.80847007933981, 91.55870318128981, 90.99894650075322, 96.03271641677432, 76.22006692801776]","[0, 0, 1, 0, 1]",0
"[77.25195285522855, 66.07530267279387, 57.37737784862746, 43.62338131369976, 42.63745542034302]","[0, 0, 1, 1, 0]",0
"[16.12624734218313, 35.24521599102105, 17.42288150483661, 11.147578263703966, 17.533715714716376]","[1, 0, 0, 1, 0]",0
"[30.043298630775116, 25.695327274141523, 39.53785666476347, 19.794402121994604, 25.07976921858281]","[0, 0, 1, 1, 1]",0
"[13.08024157041715, 12.672593715825062, 12.90694064020723, 14.887996785839476, 5.208504364415125]","[0, 1, 0, 1, 0]",0
"[10.813075789581328, 21.485731263591603, 34.41718952573319, 17.578891490654577, 27.176014828804117]","[1, 0, 1, 0, 1]",0
"[35.72591628483688, 28.754540400400902, 33.63726854508873, 50.28029320430186, 54.72255035593935]","[0, 1, 0, 0, 0]",0
"[87.38310781824325, 105.16905371139993, 115.05868381742721, 128.73483285150948, 140.71903166213835]","[1, 1, 0, 1, 1]",0
"[82.56146936846692, 78.40904377101009, 63.418463786360334, 45.72312393190475, 42.141996360647695]","[1, 0, 1, 1, 0]",0
"[44.39688341951076, 44.57632245293676, 43.12503416069411, 29.28466289520503, 31.861669388326007]","[0, 0, 1, 1, 0]",0
"[87.1492428961711, 106.03984652623319, 107.97041569338319, 98.07297508055058, 102.60260665353934]","[0, 0, 1, 1, 1]",0
"[9.873525445501297, 22.3652714294061, 35.44707466465133, 29.095004639676013, 22.570695083705097]","[0, 1, 1, 1, 0]",0
"[85.18556088146848, 99.81330443399622, 107.70917852609263, 102.80416584607408, 93.06989341335839]","[0, 0, 0, 1, 1]",0
"[9.810773784766713, 6.702620731766746, 7.090734346334379, 18.16650677359884, 26.049498302300485]","[1, 0, 1, 0, 0]",0
"[9.173107690061656, 28.732797559359806, 12.19575501443883, 9.213509347883356, 5.9334304816435814]","[1, 0, 1, 0, 1]",0
"[8.200799561176286, 22.092686198199733, 40.284464081062865, 55.20227561919489, 54.059880560523965]","[1, 1, 0, 1, 1]",0
"[13.282330969645361, 4.223933787624006, 21.62465379945921, 15.931770045044281, 28.405633962065007]","[0, 0, 1, 1, 0]",0
"[66.55679897311644, 52.020280824419565, 68.54939335747298, 52.97661745777181, 40.22319871039811]","[1, 1, 1, 1, 0]",0
"[95.5528311975284, 111.03967862954029, 108.49509925103376, 92.29971920816597, 96.92358965530477]","[1, 0, 0, 1, 0]",0
"[61.21289905637877, 59.002709174163755, 61.0603257007144, 56.9014150584955, 66.63424907595784]","[0, 1, 1, 1, 1]",0
"[38.038827744775205, 28.395267529379037, 13.753278670304331, 10.524636208090874, 21.280385021641344]","[1, 1, 0, 1, 1]",0
"[88.91384217961168, 91.79263771174655, 101.10779180960593, 97.19767900174884, 103.66000043457848]","[1, 1, 0, 0, 0]",0
"[94.7428909947207, 96.25087486488124, 108.39566120172921, 103.49950712936094, 95.5423400667918]","[0, 0, 1, 1, 1]",0
"[53.31646656405685, 72.10985706082931, 60.69879355071068, 59.22655525443561, 63.11452703643472]","[0, 1, 1, 0, 1]",0
"[83.65708511818724, 82.99749936727753, 66.44901986974116, 51.49648967728533, 68.59791011619006]","[1, 0, 1, 1, 1]",0
"[65.71865705813536, 69.58116415573457, 75.5002579122518, 65.56731783606234, 85.2759617493293]","[0, 0, 0, 1, 1]",0
"[56.690551103921294, 42.97741045295967, 23.057437618267134, 25.657004728566495, 33.91053150392092]","[1, 1, 1, 0, 0]",0
"[52.83483691421787, 52.91809447700253, 39.17134720888288, 52.69111056754589, 52.30350180741557]","[1, 0, 1, 1, 1]",0
"[49.31035594758495, 53.96957413272485, 70.55477326477808, 78.08281360720079, 64.55179630467995]","[1, 1, 1, 1, 1]",0
"[27.174319916326905, 12.108348888384384, 8.944820823196105, 7.396005612596392, 13.168821858144605]","[1, 1, 0, 0, 0]",0
"[37.97347781936596, 30.048006550494975, 28.870011019670063, 42.79554702859052, 30.90837007288629]","[0, 0, 1, 0, 0]",0
"[42.03091365455893, 29.591713003062, 27.41875102651796, 30.87891337952616, 25.887020793112598]","[0, 1, 1, 1, 0]",0
"[44.67543686002187, 51.220308090602074, 45.01822720727007, 37.9361718014371, 33.538619735871606]","[1, 1, 1, 1, 1]",0
"[9.162275029838607, 27.33277777732435, 10.44753085748238, 23.40449866090978, 26.984194167447694]","[0, 1, 1, 0, 1]",0
"[11.296298670790971, 5.453748705267227, 9.449213051521797, 15.452288202141348, 16.125843360562452]","[1, 0, 0, 1, 1]",0
"[87.42920551960792, 73.80640253669178, 63.6530699481454, 58.47487193834161, 47.1572294434787]","[1, 1, 1, 0, 0]",0
"[17.12202692590612, 35.209776540267065, 27.1909118864918, 9.07896307327715, 16.141081828419697]","[1, 1, 0, 1, 0]",0
"[16.909337093028633, 34.26607100303676, 31.877981708292374, 24.754966064192715, 43.72366641592485]","[0, 0, 1, 1, 0]",0
"[73.16953433942619, 69.36338184637012, 81.29382746487082, 87.61496496494378, 93.48871446687565]","[0, 1, 1, 1, 1]",0
"[68.22438886640192, 72.99924849807013, 53.721100128234525, 64.95080596400985, 83.21945994092917]","[0, 1, 0, 1, 1]",0
"[6.859245801474579, 12.712517213939133, 20.189442246274158, 0.7438929894124842, 16.822969478035354]","[1, 1, 0, 0, 1]",0
"[24.49388989664699, 43.471964455221816, 48.98581219573917, 33.82578683631422, 19.686462224863114]","[1, 1, 0, 0, 0]",0
"[19.04756626026233, 14.279446368504692, 0.8751478337738382, 9.470672857350499, 4.973128537203567]","[1, 0, 1, 1, 0]",0
"[12.588572895259276, 13.220056163955377, 31.908697283402923, 30.853401427123195, 50.49634052165771]","[1, 0, 0, 1, 1]",0
"[37.619685485678986, 48.068978196643116, 63.45662457331951, 77.55997798037657, 80.52155554098535]","[0, 0, 0, 1, 0]",0
"[99.75903229341417, 105.37593566426594, 116.24722250855484, 101.39530957969602, 86.9138711271037]","[0, 1, 1, 0, 1]",0
"[4.472448698831655, 9.220878908650276, 26.775183724470466, 13.8655964405367, 7.1400752566940255]","[0, 0, 1, 1, 0]",0
"[74.90419356325803, 79.490349319047, 89.0913753585955, 82.9932778620872, 93.85292067934343]","[1, 0, 1, 0, 0]",0
"[42.98248723763164, 31.46201269731765, 29.343643156759317, 37.020481571251935, 47.93339921788545]","[0, 0, 1, 1, 1]",0
"[36.73744424603872, 55.62252208174363, 44.8030175945344, 33.04816129502069, 33.404252436259405]","[0, 1, 0, 1, 0]",0
"[8.17063556483193, 16.691851080900516, 14.782938227609046, 3.3735774353077552, 18.45257255679281]","[0, 0, 0, 1, 0]",0
"[85.05748175149948, 68.45543473437576, 76.67765264121647, 94.35555146555191, 98.77265334132186]","[0, 1, 1, 1, 1]",0
"[70.04769073359535, 80.05673112175222, 70.79414046701949, 61.387638592927516, 55.73851407899582]","[1, 0, 0, 0, 1]",0
"[16.65216764073334, 29.616292538873783, 34.7352746196212, 37.45377722887682, 40.12838403831065]","[1, 1, 0, 1, 1]",0
"[49.253095450913065, 35.570204989557396, 43.08113694520382, 57.20629713641389, 67.59309114547426]","[1, 0, 0, 0, 1]",0
"[8.868560259535595, 25.434955039494533, 37.30633878066613, 17.490655951550288, 37.409042945038046]","[1, 0, 0, 1, 0]",0
"[17.512479446233975, 32.829552996996185, 27.544034237509894, 26.909445841974527, 27.739731310361268]","[0, 0, 1, 0, 0]",0
"[78.39713299272984, 91.92401408739318, 99.84791851853228, 95.88705220942163, 90.04028248055909]","[1, 0, 0, 1, 0]",0
"[35.02981444824469, 43.55558024469513, 29.725761629751226, 32.01200559256198, 37.063463245866046]","[0, 0, 1, 0, 0]",0
"[15.588736562889217, 21.47225666653487, 2.2343891623408076, 0.7823573517726126, 1.7331038619111487]","[1, 0, 1, 1, 0]",0
"[62.73155006198665, 51.06583365076828, 38.19468203886068, 26.97814156498596, 17.66754235123207]","[1, 1, 0, 1, 1]",0
"[83.42931806640527, 81.4540255137205, 75.94891350584035, 84.78396547498957, 72.26531779068337]","[0, 1, 0, 0, 1]",0
"[60.761581905580464, 54.227829833306345, 60.95957688453808, 71.533275615348, 88.48380526940392]","[1, 1, 0, 1, 1]",0
"[51.841223231403454, 66.65563200062874, 50.86471907283632, 35.99948553358535, 37.195555956756166]","[0, 0, 0, 0, 0]",0
"[61.63794744795803, 46.65321688694477, 31.95514175007581, 40.503858913809786, 35.160612553540744]","[0, 0, 1, 1, 0]",0
"[91.60828690045751, 85.6972963308242, 74.11320844825221, 62.442938351682756, 59.97455965546524]","[0, 1, 0, 1, 0]",0
"[21.32504982067146, 19.544416094857496, 20.64448350431777, 38.56122565549936, 47.20238919295921]","[1, 0, 0, 1, 1]",0
"[60.70853201930625, 46.566793346807266, 33.54736186597369, 24.27273634265967, 27.641343667099125]","[1, 0, 0, 1, 0]",0
"[98.35379655392627, 97.61626679231345, 79.17533658555502, 71.6275437281955, 76.75713273753095]","[0, 0, 0, 1, 0]",0
"[0.7854858514727558, 12.050932249688747, 6.8109407962239255, 0.17234838830609323, 17.02926332157623]","[1, 0, 0, 0, 1]",0
"[18.641455139439465, 24.047410460589475, 18.810231619306943, 32.21990423842984, 35.85100853033025]","[1, 0, 1, 0, 0]",0
"[77.08019177263277, 58.79199256148203, 61.25016706200212, 77.67167315818693, 66.55129815844141]","[1, 0, 0, 0, 1]",0
"[69.15729775933772, 66.60820418765894, 48.29169726343879, 40.87501151336629, 26.636597762267538]","[0, 1, 1, 1, 1]",0
"[33.89375326098472, 31.787872952245877, 12.846029810289078, 28.58919401928374, 36.276574092627214]","[1, 1, 1, 1, 1]",0
"[80.11345057157874, 62.280035136428246, 48.04376166253618, 38.66222899353813, 41.59401386045141]","[0, 1, 1, 1, 0]",0
"[42.33573278062759, 57.948074378067226, 69.00656737040114, 84.07272537035857, 70.01045621354126]","[1, 0, 0, 1, 1]",0
"[35.89322429738083, 35.98439475041305, 50.54464084068616, 55.76953564421528, 43.85778921670063]","[1, 1, 0, 1, 1]",0
"[39.20819578944469, 50.462725644518365, 40.03128876223789, 43.288497099015075, 49.405004452624986]","[0, 1, 0, 1, 0]",0
"[27.58370671093341, 35.838458380419816, 40.43575635913838, 43.857879730399645, 47.914242274460754]","[1, 1, 0, 1, 0]",0
"[80.03423597599839, 81.93334323994951, 69.95871705521856, 52.99865265356501, 62.725091692948794]","[1, 0, 1, 0, 1]",0
"[95.81920702149903, 90.15825458500623, 87.179551531942, 91.8220070652491, 104.58763355308741]","[0, 0, 1, 0, 0]",0
"[64.74144487025181, 57.90585523680403, 65.53105987534127, 49.67774979174692, 40.45044454192171]","[0, 1, 0, 1, 0]",0
"[17.520605535858014, 9.21956012662695, 14.917392901764615, 12.371547968856149, 0.05679632498288584]","[0, 1, 0, 1, 0]",0
"[43.39843691819929, 42.249020987040694, 43.83374567016691, 31.470423076661014, 34.443888337937665]","[0, 1, 1, 1, 0]",0
"[4.965907761094135, 14.627514848890375, 10.867658770218476, 18.840200241818454, 20.344828997165237]","[0, 1, 1, 1, 1]",0
"[41.1554220507435, 34.68915040629261, 23.344382117158823, 43.19587800755081, 44.369620279665845]","[1, 1, 1, 1, 0]",0
"[54.139833435418204, 40.22331909994497, 36.05313701250924, 52.85680499370774, 33.319385875318574]","[1, 1, 1, 1, 1]",0
"[5.141943565867457, 20.353372693244438, 36.964530487448364, 27.757332199001404, 30.654015238940467]","[0, 1, 0, 1, 1]",0
"[27.26222868992454, 9.694112397198083, 26.890010805658598, 46.64645765370606, 44.10549495609554]","[1, 1, 0, 1, 0]",0
"[95.4855954053443, 81.86678314710736, 64.72039410279464, 47.23451879633779, 38.330548883545354]","[0, 1, 0, 0, 1]",0
"[49.447185496565524, 55.121918040006086, 51.86655873243721, 59.68402784536381, 40.447421992251016]","[0, 1, 0, 1, 0]",0
"[83.7430257635799, 77.22643755852549, 74.41240981800769, 76.7845209937739, 76.58907967011439]","[0, 1, 1, 0, 1]",0
"[52.10377919846246, 33.80939833712725, 28.332434398081425, 19.700776855742717, 9.964273328831863]","[1, 1, 1, 0, 1]",0
"[79.88759600728932, 82.02373438742526, 92.82894529604141, 98.80872460717698, 92.61815630795671]","[0, 1, 1, 0, 0]",0
"[49.263196095937815, 37.6248354040322, 46.249340298529475, 36.43620425146526, 40.80548635108976]","[0, 0, 1, 0, 1]",0
"[21.408226981907063, 15.449739196302803, 15.728761704542261, 21.992856929026516, 27.09608583152444]","[0, 0, 0, 0, 0]",0
"[30.421109759001162, 35.90323799446301, 54.03168103438709, 71.53000580861863, 53.1063590525296]","[1, 1, 1, 1, 1]",0
"[60.36716975174112, 61.46106451157314, 58.995869460519884, 65.84406273339796, 69.34555916589987]","[1, 0, 0, 1, 1]",0
"[57.52847911728477, 61.3135434353578, 66.17393191578502, 66.87258702939397, 64.44148945099771]","[1, 1, 0, 1, 1]",0
"[7.579149282712471, 26.12830638019366, 16.774782941062046, 28.303787955329703, 26.080385694142606]","[0, 1, 0, 1, 1]",0
"[97.38711519993521, 82.30173448478925, 85.8015988017569, 85.02716148918996, 70.97181223228147]","[0, 0, 1, 0, 1]",0
"[56.70927250112201, 58.83340245809688, 48.524848815149966, 40.43525738520642, 32.60782351981456]","[0, 0, 1, 0, 0]",0
"[94.38133030255517, 85.15855011508867, 101.56878786389784, 104.27990425325416, 122.53690473869503]","[0, 0, 1, 0, 0]",0
"[90.33282313414415, 88.32538485011248, 74.46774223706045, 86.09337961202553, 104.94287166799387]","[1, 1, 1, 0, 1]",0
"[55.66468166366316, 42.10252327102503, 54.94996146921288, 56.02732008439364, 55.7873958371073]","[1, 0, 1, 1, 0]",0
"[76.09192027701901, 64.95848703232134, 81.25854759976356, 69.75946285311159, 78.92765648826905]","[1, 1, 0, 0, 0]",0
"[84.33543231946135, 75.0040470151442, 88.0564692843271, 104.65551623584791, 103.02565917249605]","[1, 1, 0, 0, 0]",0
"[58.50960561560875, 64.17407701370374, 59.82201072627467, 69.72883029114888, 74.17254698009614]","[0, 1, 1, 1, 0]",0
"[56.116106762154885, 40.63561091040518, 60.10953873228726, 41.83625277933116, 24.0591411188462]","[1, 0, 1, 0, 0]",0
"[63.950000479846395, 82.08381272726257, 67.6857730915114, 59.35515284935882, 72.7834695095598]","[1, 1, 1, 1, 1]",0
"[78.71147991970713, 78.56144436498937, 76.48423540703106, 62.89321386474874, 77.76285008044212]","[1, 0, 0, 0, 1]",0
"[89.25881768288056, 90.64455038386289, 84.80233821917975, 104.11359393790838, 108.41824655874018]","[0, 0, 1, 0, 1]",0
"[48.8627152979221, 48.23360940423397, 62.966911540122695, 61.75956873731478, 60.6998699173595]","[0, 0, 0, 0, 1]",0
"[37.09269600105486, 32.05618013351426, 20.089413149378483, 12.329469833226607, 9.902767459228118]","[0, 1, 0, 1, 0]",0
"[24.395499455655447, 13.314343257358978, 16.060799694614815, 14.034996754045515, 16.35914287211103]","[0, 0, 1, 1, 1]",0
"[77.40130586745796, 87.05124459646005, 71.43494489010375, 58.700850773582985, 48.8758562430198]","[0, 0, 1, 0, 1]",0
"[68.50351039411433, 55.41545531636326, 59.262714824412136, 61.93612226944616, 67.46065019404163]","[0, 1, 0, 0, 1]",0
"[70.5912896338418, 64.75189181364523, 45.98625126321805, 55.2934832877229, 63.44655388675372]","[1, 0, 0, 0, 0]",0
"[27.7145037697086, 19.3377320799545, 6.485661029323271, 5.949834170382927, 6.644055622484183]","[1, 1, 0, 0, 1]",0
"[40.90152806750499, 52.19244218462918, 48.696046089417564, 30.910086651755098, 16.728502207048646]","[1, 1, 0, 1, 0]",0
"[69.63552084587839, 56.7387197842542, 76.19119347357206, 69.10585240879975, 63.24129911537979]","[1, 0, 1, 0, 0]",0
"[89.06385542489657, 94.63940082713992, 96.57522405353079, 114.49803351457842, 96.13036849252538]","[0, 1, 0, 1, 0]",0
"[91.42630827257973, 95.25938303078803, 77.98540157298304, 94.36641430630928, 93.0321441180458]","[1, 0, 1, 1, 1]",0
"[72.42721064434878, 57.802960645112314, 41.655255880903674, 35.27460727809658, 40.83319354433212]","[1, 0, 0, 0, 0]",0
"[66.0944556755988, 52.03882089860547, 38.77385754228033, 48.27094410501046, 54.790369027358274]","[0, 1, 1, 1, 1]",0
"[53.50734071582948, 68.09383164154094, 82.81191319776448, 94.39066292619772, 82.56159221097317]","[0, 0, 1, 0, 0]",0
"[80.05561203020848, 96.34436321750886, 87.55876004368281, 79.07346445874356, 94.18000748687282]","[0, 1, 0, 1, 0]",0
"[49.00465934146234, 62.46879781537155, 43.34552767657351, 40.64346910606999, 47.60182639635171]","[0, 1, 1, 0, 1]",0
"[99.3425674942919, 108.9903243699969, 102.52738147931814, 114.12858015003475, 105.3002979200132]","[0, 0, 1, 1, 1]",0
"[53.244818688644614, 58.49668552402996, 46.740978771693236, 44.55692955252967, 54.6404832815661]","[0, 0, 0, 1, 0]",0
"[3.473472593256799, 22.70409211496119, 20.000259060751553, 39.856876811881335, 27.063219275058017]","[1, 0, 0, 1, 1]",0
"[30.94962759512002, 20.688352281667594, 8.017411300857603, 13.744653644892004, 12.39757376119812]","[0, 1, 0, 1, 1]",0
"[18.35855989170302, 13.021758599610349, 22.146864345510863, 32.238029554026966, 27.540865110691133]","[1, 0, 1, 1, 0]",0
"[40.846166169771, 21.472128028580656, 32.924062255109334, 37.179208733457564, 22.915535653979298]","[0, 0, 0, 0, 0]",0
"[80.85818953293175, 85.06848540343864, 77.27438785791819, 84.49303595678693, 79.51589315934532]","[1, 1, 1, 1, 1]",0
"[76.62111871533311, 82.83975958365355, 79.34769341625818, 78.61240711973534, 70.83973521821093]","[0, 0, 0, 0, 1]",0
"[53.31776835992957, 70.65030035399502, 78.82152485885092, 59.32023428142451, 66.52250833951257]","[0, 1, 0, 0, 0]",0
"[52.032823362277924, 42.497422302567735, 61.78551910712692, 63.83298833289656, 69.51740884844114]","[0, 0, 1, 1, 1]",0
"[26.71992416579365, 41.32424569123487, 52.320559695752145, 38.784296758446686, 50.407235761941934]","[1, 1, 1, 1, 1]",0
"[72.15391847750932, 78.01509255890218, 94.4542816431873, 87.29982368733039, 81.8501691384758]","[0, 1, 1, 0, 1]",0
"[82.78922924988474, 91.90556009134195, 83.33410845160824, 72.0308134892327, 70.82621425664556]","[1, 0, 1, 1, 1]",0
"[74.02971074043265, 83.2267043170798, 90.12983799018483, 73.14007952414688, 76.3067565331264]","[0, 0, 0, 0, 1]",0
"[0.9398517753783753, 7.649222326714793, 1.5063820780193826, 18.655539688871873, 20.522415205978948]","[0, 1, 1, 0, 1]",0
"[68.68547611701419, 75.07559257884199, 83.25647935332812, 76.38659622999096, 70.71590826565225]","[0, 1, 0, 0, 1]",0
"[45.292833158559354, 26.071886200393028, 34.51566142303808, 43.070512751271984, 42.15872233237662]","[1, 0, 1, 1, 1]",0
"[1.86552663618752, 4.158375424195151, 9.631719529178175, 27.0825769816664, 21.84069866213407]","[0, 1, 0, 0, 1]",0
"[13.416506409485995, 22.96086454669764, 13.846476886150452, 15.793743562396072, 5.522215298172441]","[0, 1, 1, 1, 0]",0
"[65.75095171694696, 82.16535435210324, 71.73301135533798, 82.98433784088698, 71.12974442013544]","[0, 1, 0, 0, 1]",0
"[5.193923855072424, 11.269078239938567, 27.517872226782114, 35.016101258599974, 31.733941624337408]","[1, 1, 0, 0, 1]",0
"[7.41093065720857, 6.838512086927597, 19.95182936129058, 21.366905689098136, 32.20695648179577]","[0, 1, 1, 0, 1]",0
"[18.410175702835197, 21.812192420234787, 31.901451307779656, 32.89087099547274, 24.63303067935592]","[0, 0, 1, 0, 1]",0
"[24.295639292337878, 37.52579314351924, 50.76558189065621, 57.33613214266433, 71.57817997161396]","[0, 1, 0, 1, 0]",0
"[37.23940071014383, 54.6459287504935, 61.96987161774099, 60.27014685139352, 60.18487246146602]","[1, 0, 0, 0, 1]",0
"[76.49613356469061, 96.15792450790488, 105.31171191943898, 91.35859548880708, 94.33505586608005]","[0, 0, 0, 0, 1]",0
"[4.529111128838014, 22.363444508959976, 9.721279968787659, 28.775435745275356, 20.631830273206887]","[1, 0, 0, 1, 1]",0
"[93.67198007208351, 85.81736344012539, 100.03902205447886, 106.72121724958319, 105.13788615663839]","[0, 1, 1, 0, 0]",0
"[63.32596368268818, 56.47111416491052, 36.76053527776131, 49.18897033428796, 57.34910348497975]","[1, 0, 0, 1, 0]",0
"[23.937746170214623, 21.49756522097958, 14.643174939312992, 8.801903739962526, 27.869670354916956]","[1, 1, 1, 0, 1]",0
"[20.920696803356865, 35.391639577444096, 35.27336905163382, 34.23389932675946, 27.98514110130663]","[1, 1, 0, 1, 1]",0
"[48.17224152561978, 42.37798598574229, 39.80004996675278, 38.99265101196809, 39.83953860707514]","[1, 1, 1, 0, 0]",0
"[85.44799273676632, 68.8155169051166, 81.7280607220714, 64.50031635672896, 72.1294975580264]","[1, 1, 0, 0, 1]",0
"[6.675937432797252, 23.19589248221422, 41.89155313338968, 44.29232590175788, 48.883943266436376]","[1, 1, 1, 1, 1]",0
"[67.90792877864634, 52.695912620603174, 70.6941729547993, 58.05744748249659, 39.72947726507198]","[0, 1, 0, 0, 1]",0
"[73.82735954984518, 90.13521440748917, 103.18950892364398, 119.88586888236802, 127.48492584090496]","[0, 0, 1, 1, 1]",0
"[39.04403772334073, 45.04672114605572, 47.64124097597425, 47.01334327682696, 39.20007032705065]","[1, 1, 0, 1, 1]",0
"[92.11584177109057, 99.69964406856474, 105.0797121560657, 104.63610257660383, 92.24001406626124]","[0, 1, 0, 0, 1]",0
"[50.736466333997555, 43.56445949942149, 56.503610589515866, 58.84017143602476, 67.84001214245654]","[0, 1, 1, 1, 0]",0
"[37.044017629436844, 24.707315476233873, 26.854128466965822, 46.842966494404095, 40.97746983531103]","[0, 0, 1, 1, 0]",0
"[54.189580705597095, 41.379973644032106, 39.544448797614315, 49.598452074197375, 39.813432415480015]","[1, 0, 0, 0, 0]",0
"[98.7614069434376, 114.31790716536476, 124.90081735781608, 127.02831250686492, 117.85706361513864]","[0, 0, 1, 1, 0]",0
"[45.20891167487145, 42.90545452609081, 38.31968291018542, 33.05340227505743, 27.50202804302392]","[0, 0, 1, 0, 1]",0
"[3.987917324083179, 2.2471499402447286, 12.815378828541103, 16.71350403813758, 35.865589556090264]","[0, 0, 1, 1, 0]",0
"[5.049400885255517, 7.247302260512288, 1.5884267765757112, 18.705174861773248, 29.707988158197274]","[1, 1, 1, 1, 1]",0
"[62.96722483055205, 47.207112704179764, 37.1251398034199, 50.56701184979478, 46.888276896794416]","[0, 1, 1, 0, 1]",0
"[65.48851164296217, 53.03089349933883, 66.31797244241285, 51.09198919675802, 44.22524118928273]","[0, 1, 1, 0, 0]",0
"[81.70960949870248, 87.99456534079692, 69.3009491356852, 61.82947247883472, 71.16618485927305]","[0, 0, 0, 0, 1]",0
"[72.75985157915802, 80.01610404813444, 66.71348056119123, 67.3720275877705, 50.83538921430382]","[0, 1, 1, 0, 1]",0
"[31.38863530656584, 21.324037484699623, 38.90637698908067, 28.536543202357663, 16.710837349731378]","[1, 1, 0, 0, 1]",0
"[38.55003924787967, 34.98013079369821, 32.93172564318007, 32.850087398947785, 33.299028663500366]","[0, 1, 0, 0, 0]",0
"[99.39472501908288, 97.64952071692461, 91.13179534714737, 98.09071208088174, 111.82957893346271]","[1, 0, 1, 0, 1]",0
"[38.945204525676814, 49.94414552554297, 60.32679746833363, 57.36711777399648, 51.45883297499714]","[1, 0, 1, 0, 0]",0
"[91.57029194779528, 103.62687105034766, 100.55730870927852, 81.4143731250219, 77.85540405248878]","[0, 1, 1, 0, 0]",0
"[76.85154120972324, 63.618005896715445, 64.83135910157513, 80.33752226297268, 77.75411866059247]","[1, 0, 1, 1, 0]",0
"[32.54815268056579, 30.98500068018404, 13.68321553887072, 0.11694826924974677, 5.734018121247778]","[1, 1, 0, 1, 0]",0
"[40.107344767834384, 50.14449677592586, 41.1294266671215, 49.398058347314745, 39.11925626524458]","[0, 0, 0, 0, 0]",0
"[57.228754919742975, 40.17655214619803, 55.61427104946931, 50.745485332692446, 64.79055030163896]","[0, 0, 1, 0, 0]",0
"[7.2608728573862695, 6.584435325787642, 3.3527368976190677, 14.311468639770757, 16.55120028690297]","[0, 0, 0, 1, 0]",0
"[29.79531750231178, 41.039733558442066, 35.83485324193528, 33.66743755764626, 17.46467124078075]","[1, 1, 0, 1, 1]",0
"[70.21489330939322, 63.50614671424154, 44.06058801818121, 26.26993875265527, 23.683938075072987]","[0, 1, 1, 1, 0]",0
"[10.88770960990163, 5.461798353419894, 6.221706567210892, 14.531861903307199, 5.381227087594948]","[1, 1, 0, 1, 1]",0
"[63.887504541000254, 64.73401798961966, 78.85783854509873, 73.27077110062474, 77.68662613013677]","[1, 1, 1, 0, 0]",0
"[48.54825615836638, 62.74885881444255, 51.75176205490273, 37.22136662670773, 53.16892711429379]","[1, 0, 0, 0, 1]",0
"[9.496070789921562, 12.221422680047517, 6.071311772772333, 20.740589207746783, 39.85538827538538]","[0, 1, 1, 0, 1]",0
"[46.58958768064917, 42.76534860798624, 46.13515461275103, 39.43236466716117, 22.016638665582185]","[0, 0, 1, 0, 0]",0
"[92.31375454612103, 107.95205599712735, 101.24093717998144, 109.72477605299201, 123.71578706292931]","[0, 1, 1, 0, 0]",0
"[91.9316742752724, 80.63339723904048, 92.46494533240842, 109.70563146635362, 97.09347318599006]","[1, 0, 0, 0, 1]",0
"[4.815232405466929, 16.44661150265496, 27.141587987574425, 16.66490069289373, 4.86548770419472]","[0, 0, 1, 1, 0]",0
"[29.749913203641, 28.834654912430945, 45.57412310429183, 35.48778583319752, 42.13702545356462]","[0, 0, 1, 0, 1]",0
"[58.09992581210564, 56.11470056537896, 41.665882642469484, 46.34668683680032, 32.07001147258684]","[0, 0, 1, 1, 0]",0
"[88.45851623176395, 91.40832881490944, 86.10001228118745, 72.17715164760719, 72.5157048934343]","[0, 1, 0, 0, 1]",0
"[28.78061798612206, 48.59885814898315, 58.918874818100235, 68.69700794336298, 71.44277357330783]","[0, 0, 1, 0, 0]",0
"[70.41025974812258, 74.17407508114918, 63.37006668689689, 65.97090118287144, 75.60375047129291]","[1, 0, 1, 1, 0]",0
"[35.44768026906928, 44.02811614154448, 53.33646049181975, 71.58427785816579, 79.21794739415876]","[0, 0, 0, 0, 0]",0
"[37.877154434710704, 23.595724677785192, 39.65359194356599, 45.096448579953496, 35.59539680864286]","[1, 0, 1, 0, 1]",0
"[91.29927062909712, 109.75601485165095, 116.22359548354183, 114.44565106666577, 125.15617159824319]","[0, 0, 1, 1, 0]",0
"[75.2050776421269, 67.2673726373219, 83.56515887175689, 83.30237781984586, 100.44446163061392]","[0, 1, 0, 0, 0]",0
"[80.28870716463148, 89.10076504603319, 77.59719982708947, 62.892715638480624, 50.711114844301434]","[0, 0, 0, 0, 0]",0
"[55.65731075086296, 62.72122130877627, 63.07450792550042, 82.2486813332641, 89.48030470178534]","[0, 1, 0, 1, 0]",0
"[45.751414415754766, 63.89481905101711, 70.26509200958156, 69.37525484199162, 56.26187919232384]","[0, 1, 0, 0, 0]",0
"[8.830890362496557, 2.077885384409277, 13.592159890169935, 15.160304707819588, 29.364794970121334]","[0, 1, 0, 1, 1]",0
"[55.30386777814059, 39.013316333786236, 56.34513301512966, 67.6922405373816, 59.83748541170239]","[1, 1, 0, 1, 1]",0
"[84.14809796876946, 64.6985020848552, 55.42263455958576, 43.00858435253774, 25.907559253224946]","[1, 0, 0, 0, 1]",0
"[76.73524588274968, 88.09392424486856, 83.76327610311553, 74.30773815410264, 74.83448314549003]","[1, 0, 1, 0, 0]",0
